epoch,lr,train_loss,train_classification,train_bbox_regression,val_map,val_map_50,val_map_75,val_mar_1,val_mar_10,val_mar_100
1,0.001,1.2653919357847712,0.9590949119938105,0.30629702362589245,6.677406872768188e-06,2.9118717066012323e-05,0.0,0.0,0.0014784946106374264,0.011962365359067917
2,0.001,1.1847694096383372,0.9259277865560753,0.25884162410643524,0.0024045314639806747,0.006164533086121082,0.0007564874249510467,0.018817204982042313,0.07717742025852203,0.15334045886993408
3,0.001,1.0562567577959008,0.8128326699880495,0.24342408674616228,0.03951016440987587,0.10156702250242233,0.01897207275032997,0.18406793475151062,0.38758763670921326,0.41339796781539917
4,0.001,0.8578334641225508,0.6172206784258076,0.24061278511150125,0.06705431640148163,0.15411441028118134,0.04156072065234184,0.2321568727493286,0.452715128660202,0.4655736982822418
5,0.001,0.8090125340124271,0.5797468953487376,0.22926563852300635,0.08315028250217438,0.18944251537322998,0.051345594227313995,0.2345925271511078,0.48070040345191956,0.4839315712451935
6,0.001,0.7331571899061837,0.507969309331067,0.22518788063138995,0.1095806285738945,0.2468557357788086,0.07836267352104187,0.23523008823394775,0.48192042112350464,0.48978373408317566
7,0.001,0.7249083739873265,0.5017874458315149,0.22312092981962459,0.10435977578163147,0.24560202658176422,0.06583338230848312,0.2388758361339569,0.4753955006599426,0.48089417815208435
8,0.001,0.7065067945830411,0.4832291591383539,0.2232776342779548,0.0830644965171814,0.1923951953649521,0.0443260632455349,0.19628576934337616,0.42020511627197266,0.4546701908111572
9,0.001,0.7012355989980074,0.4803471114910381,0.22088848730438546,0.17222806811332703,0.40278756618499756,0.09518255293369293,0.24540355801582336,0.4934680461883545,0.49712374806404114
10,0.001,0.6872655824877224,0.4656637062929188,0.2216018773727907,0.15260641276836395,0.34827402234077454,0.09985791146755219,0.25053268671035767,0.5086668133735657,0.5140056014060974
11,0.001,0.6366940150628277,0.4216712450708027,0.21502276953433574,0.15623515844345093,0.39478248357772827,0.0696362853050232,0.24198119342327118,0.4855305254459381,0.4917750656604767
12,0.001,0.6153457085831768,0.4022747095738053,0.2130709986492226,0.18468205630779266,0.4488855004310608,0.10312800854444504,0.24282695353031158,0.48175469040870667,0.48871734738349915
13,0.001,0.5992020789237481,0.38607299773909776,0.21312908114713486,0.13813039660453796,0.35425081849098206,0.06310027837753296,0.19717584550380707,0.42951199412345886,0.4455658793449402
14,0.001,0.6097679266711736,0.4007439185365329,0.20902400764131174,0.26980850100517273,0.5902794599533081,0.1813308298587799,0.2702263593673706,0.5299267768859863,0.5342782735824585
15,0.0001,0.5770207100922068,0.3686720783159152,0.20834863221709882,0.2069558948278427,0.48384228348731995,0.11793510615825653,0.2495349794626236,0.5006415247917175,0.5120632648468018
16,0.0001,0.5544748537407481,0.3561418205949835,0.1983330337178761,0.25768327713012695,0.5895835757255554,0.15522776544094086,0.2584313154220581,0.5110059380531311,0.5150408744812012
17,0.0001,0.4815871887029058,0.2840986399417077,0.19748854924514814,0.30270659923553467,0.6725339889526367,0.19000104069709778,0.2661064863204956,0.5256690979003906,0.5301022529602051
18,0.0001,0.4576824990374084,0.26509008960646446,0.19259240908767702,0.306381493806839,0.6784839034080505,0.1934831738471985,0.2703545391559601,0.5255476236343384,0.5285103917121887
19,0.0001,0.4526976464580733,0.2576539319079868,0.19504371456134115,0.3369416892528534,0.723024308681488,0.2336994707584381,0.2758064568042755,0.535096287727356,0.5380427837371826
20,0.0001,0.456224558270965,0.2635477409348237,0.19267681702476253,0.3263120651245117,0.7101272344589233,0.21993102133274078,0.2728903591632843,0.5303436517715454,0.5348674058914185
21,0.0001,0.4402864056115094,0.2486940693515395,0.19159233620744817,0.35384050011634827,0.779961109161377,0.22820720076560974,0.27498558163642883,0.5279513597488403,0.531608521938324
22,0.0001,0.4298433481517725,0.23980799056439542,0.19003535782184905,0.33079299330711365,0.713445246219635,0.22127430140972137,0.2782913148403168,0.5372215509414673,0.54181969165802
23,0.0001,0.43066274745845634,0.2358130467586662,0.19484970046719396,0.36931899189949036,0.8093494772911072,0.25844302773475647,0.2739149332046509,0.5290607213973999,0.5324428677558899
24,0.0001,0.4166936491290623,0.2246306006940155,0.19206304832437607,0.34434643387794495,0.76307213306427,0.22585712373256683,0.27142494916915894,0.5270954966545105,0.5316977500915527
25,0.0001,0.41814213241980397,0.22658663951723357,0.1915554926699742,0.36971214413642883,0.810069739818573,0.24110715091228485,0.27334243059158325,0.5333644151687622,0.537998378276825
26,0.0001,0.4175968477924515,0.22479267951292395,0.1928041681369686,0.3777693510055542,0.8170052170753479,0.2652266025543213,0.27785831689834595,0.5381549596786499,0.5414397120475769
27,0.0001,0.4110596413627522,0.22022746960104472,0.19083217161164542,0.3778516948223114,0.8347694277763367,0.2640347480773926,0.27008339762687683,0.5254480242729187,0.5294678807258606
28,0.0001,0.41931405820961654,0.22858444484155194,0.19072961370195265,0.3868653476238251,0.830970823764801,0.27852553129196167,0.27613362669944763,0.535111665725708,0.5410311222076416
29,0.0001,0.4105285772564188,0.2190340062957876,0.19149457111069323,0.3932456970214844,0.8572391867637634,0.2715129852294922,0.2737587094306946,0.532651424407959,0.5370956659317017
30,1e-05,0.4042168578464999,0.21465210190037226,0.18956475629877348,0.39054974913597107,0.8423845171928406,0.27452144026756287,0.2772270441055298,0.5403423309326172,0.5442458987236023
31,1e-05,0.39217107051332584,0.20229000470733263,0.18988106529390644,0.39409932494163513,0.8550111651420593,0.26675575971603394,0.27834758162498474,0.5375500917434692,0.5432286262512207
32,1e-05,0.38934084739581065,0.1995941343870153,0.18974671280246005,0.39497894048690796,0.8602095246315002,0.2706354260444641,0.2775249183177948,0.5367031097412109,0.5413469076156616
33,1e-05,0.3805939598498568,0.19385035058402822,0.18674360894319514,0.40322214365005493,0.8707985281944275,0.2764268219470978,0.2780284285545349,0.5374754071235657,0.5409287214279175
34,1e-05,0.3812965776411158,0.193195685189056,0.18810089281971182,0.4021339416503906,0.8690813183784485,0.27903643250465393,0.27910536527633667,0.5390542149543762,0.5432217717170715
35,1e-05,0.38452378878030413,0.1958669285774831,0.1886568596963616,0.4042613208293915,0.8716875910758972,0.27836698293685913,0.27789124846458435,0.5389053225517273,0.5430938601493835
36,1e-05,0.3834400578525784,0.19408932234576087,0.18935073529485488,0.39868009090423584,0.866959810256958,0.27440765500068665,0.2763958275318146,0.5363998413085938,0.5402435064315796
37,1e-05,0.38088724254428863,0.19358626528561476,0.18730097712736957,0.39881280064582825,0.867367148399353,0.27547428011894226,0.27695783972740173,0.5365222096443176,0.539319634437561
38,1e-05,0.3781785173505762,0.19058448267436595,0.18759403527458268,0.40131860971450806,0.8738571405410767,0.2761169970035553,0.27735066413879395,0.536598265171051,0.5398669242858887
39,1e-05,0.383209116748944,0.1943988981356606,0.1888102182606376,0.40428775548934937,0.8728625178337097,0.2783215045928955,0.27812162041664124,0.5384413003921509,0.5420517325401306
40,1e-05,0.37886182950577,0.1903311583365446,0.1885306713249148,0.40753889083862305,0.8778273463249207,0.28104469180107117,0.2800842523574829,0.5395281910896301,0.5423555970191956
41,1e-05,0.37773137438942916,0.19088038838396273,0.18685098577099443,0.4085330367088318,0.882615327835083,0.2816409468650818,0.27840426564216614,0.5383887887001038,0.5422348976135254
42,1e-05,0.3742828278167854,0.18819548812983716,0.1860873392536441,0.404274046421051,0.8735241293907166,0.2826651334762573,0.27850210666656494,0.5385724902153015,0.5414581894874573
43,1e-05,0.37399527746133604,0.1873281008412936,0.18666717632742147,0.40215766429901123,0.8761891722679138,0.27807727456092834,0.27825915813446045,0.5369248390197754,0.5404582619667053
44,1e-05,0.3747034872957568,0.188279437036971,0.18642405028692244,0.405404269695282,0.8789331912994385,0.2825932800769806,0.2785733938217163,0.5373384952545166,0.5413148403167725
45,1.0000000000000002e-06,0.37287814407689124,0.1880631345593392,0.18481500978203638,0.40681928396224976,0.8780554533004761,0.2775455117225647,0.2800639569759369,0.5378308892250061,0.5416387915611267
46,1.0000000000000002e-06,0.37935407845676694,0.18986735654917938,0.1894867218813267,0.4074319303035736,0.880364179611206,0.2780340313911438,0.28027695417404175,0.5386980175971985,0.5414905548095703
47,1.0000000000000002e-06,0.381841406803897,0.19080297048283368,0.19103843637170928,0.4075798988342285,0.8799089789390564,0.2796365022659302,0.2802923321723938,0.5378430485725403,0.5411747097969055
48,1.0000000000000002e-06,0.3782904964148593,0.18898515677040167,0.18930533993520285,0.4073392450809479,0.8801964521408081,0.2803713083267212,0.2793238162994385,0.5379878878593445,0.5405164361000061
49,1.0000000000000002e-06,0.3777026680393345,0.18988535005889068,0.18781731773284147,0.40835195779800415,0.8802904486656189,0.2826104462146759,0.2804453372955322,0.5392712950706482,0.5417998433113098
50,1.0000000000000002e-06,0.37557338196118356,0.18766884706409842,0.18790453512030245,0.4075600504875183,0.8809778690338135,0.2831532061100006,0.27939027547836304,0.5377401113510132,0.5404030680656433
51,1.0000000000000002e-06,0.3814939053500332,0.19226791542436092,0.18922598998006976,0.4065118134021759,0.8792842030525208,0.28138720989227295,0.27969399094581604,0.5373077988624573,0.540446937084198
