epoch,lr,train_loss,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_map,val_map_50,val_map_75,val_mar_1,val_mar_10,val_mar_100
1,0.001,0.1849279179110498,0.09214983385242774,0.04071994247149704,0.04367645061921444,0.008381691297859014,0.04713539779186249,0.13042113184928894,0.02316167578101158,0.08133962005376816,0.15070612728595734,0.15070612728595734
2,0.001,0.28850853402817844,0.14418708347540263,0.11549826219793868,0.022264461219247748,0.00655872827957867,0.09746278822422028,0.2930574119091034,0.03803069889545441,0.13039422035217285,0.22950223088264465,0.22978712618350983
3,0.001,0.340686739509338,0.16355987375095507,0.15372441819187188,0.017508216834903088,0.005894230660719038,0.17770956456661224,0.4920225143432617,0.07590857148170471,0.16172167658805847,0.3002580404281616,0.3008214235305786
4,0.001,0.3727368897026221,0.16490674591516125,0.1878722820012592,0.014588427628139701,0.005369433742022855,0.23782023787498474,0.6456168293952942,0.11056561022996902,0.18344604969024658,0.345211923122406,0.345211923122406
5,0.001,0.40244393755400776,0.16787930473140839,0.2164858555690926,0.013045236361351655,0.005033540795273645,0.25269147753715515,0.6647818684577942,0.10717949271202087,0.18533512949943542,0.35900118947029114,0.35900118947029114
6,0.001,0.4343272299985924,0.17259535859357844,0.2453261749145949,0.011620161817497315,0.004785534083756274,0.27473902702331543,0.7268961668014526,0.1109059751033783,0.19502820074558258,0.37263259291648865,0.37263259291648865
7,0.001,0.45956548471734715,0.1743808057416276,0.26992757743443785,0.010663180793581986,0.004593919025020767,0.2963854968547821,0.772952139377594,0.12173186242580414,0.20107097923755646,0.38147208094596863,0.38147208094596863
8,0.001,0.49191998467555065,0.1784763937470716,0.2992864047127986,0.009709066528157761,0.004448118781208103,0.3143783509731293,0.8044119477272034,0.15759995579719543,0.2132493108510971,0.40416088700294495,0.40416088700294495
9,0.001,0.5171813959399483,0.18139201127426227,0.3226251196877398,0.008938405955940011,0.004225860211679382,0.33387628197669983,0.8327043056488037,0.1465851366519928,0.22009359300136566,0.4191546142101288,0.4191546142101288
10,0.001,0.5172988878253025,0.17422665386928274,0.3305920406732411,0.008375866804350702,0.004104328374706047,0.33337488770484924,0.8316288590431213,0.16881513595581055,0.2215074598789215,0.41388899087905884,0.41388899087905884
11,0.001,0.5251932386535753,0.1704684432258222,0.34265399706097516,0.00805810547481998,0.004012694195053428,0.3404015004634857,0.8589808940887451,0.18147306144237518,0.2254440039396286,0.4243510663509369,0.4243510663509369
12,0.001,0.5338291057633773,0.17174752989181485,0.3507947057929187,0.007426251340670075,0.0038606182523059163,0.35679739713668823,0.8453762531280518,0.21383391320705414,0.2325020432472229,0.43374404311180115,0.43374404311180115
13,0.001,0.562623536625073,0.17522173538723398,0.3761659092868455,0.0074028652314952394,0.003833026320314985,0.3638133704662323,0.880031406879425,0.1885378062725067,0.23695896565914154,0.4485022723674774,0.4485022723674774
14,0.001,0.5792606584878994,0.17804858482194527,0.3904709491137723,0.007027098552961248,0.0037140256566303015,0.3654736578464508,0.8499862551689148,0.20566846430301666,0.2359222024679184,0.4454944431781769,0.4454944431781769
15,0.0001,0.583431462816521,0.17767388602474224,0.3952274762789677,0.006843727713752304,0.003686371054758692,0.3531130254268646,0.8697431683540344,0.183418408036232,0.2280389368534088,0.4309207797050476,0.4309207797050476
16,0.0001,0.5485011240585892,0.15676484864925982,0.3824003404749908,0.005894438075251419,0.0034414974395885144,0.4043569266796112,0.8981254696846008,0.2575950622558594,0.2515570819377899,0.47664153575897217,0.47664153575897217
17,0.0001,0.5364234547492455,0.153790919304257,0.3735105708362446,0.005728253718693671,0.003393712415461049,0.4033552408218384,0.8961561322212219,0.2664322257041931,0.24988922476768494,0.47695785760879517,0.47695785760879517
18,0.0001,0.5525551154019868,0.1564645209073698,0.38704033960186257,0.005692740084089248,0.0033575154022415735,0.4076889753341675,0.8920260667800903,0.26452767848968506,0.25114473700523376,0.4799457788467407,0.4799457788467407
19,0.0001,0.5393174028727296,0.15306738299772607,0.37723228219437827,0.0056514470203239625,0.0033662926175043045,0.4080088138580322,0.9000641107559204,0.2817990779876709,0.24847041070461273,0.4784051477909088,0.4784051477909088
20,0.0001,0.5194261710642155,0.145157805859478,0.3651923645131481,0.00572490673321608,0.003351093571162398,0.40937674045562744,0.900388240814209,0.2859748899936676,0.25109589099884033,0.47860953211784363,0.47860953211784363
21,0.0001,0.5486578343484011,0.15504007797602548,0.384698756306315,0.005595677665566159,0.0033233233925846124,0.4049321413040161,0.9042388200759888,0.26491665840148926,0.25044071674346924,0.4725925326347351,0.4725925326347351
22,0.0001,0.5417769395006525,0.15150684334529269,0.3814465017417126,0.005502810523993649,0.003320783434271263,0.4083056151866913,0.9020910859107971,0.27470943331718445,0.25311586260795593,0.4798203110694885,0.4798203110694885
23,0.0001,0.5434604049414518,0.15181516730938616,0.3827160314955473,0.005593928257947037,0.0033352809922873004,0.41550078988075256,0.9061539769172668,0.2815036475658417,0.2565513849258423,0.48488256335258484,0.48488256335258484
24,0.0001,0.5291512197385138,0.1470381789040501,0.37330524100139434,0.005469666058115701,0.003338133155148355,0.40856805443763733,0.8965609073638916,0.28105589747428894,0.25324010848999023,0.47688713669776917,0.47688713669776917
25,0.0001,0.5515853639223256,0.15305501991865278,0.38969368055079723,0.0055190185659139065,0.0033176442363591807,0.4093652367591858,0.8977645039558411,0.25961223244667053,0.2558731436729431,0.47932714223861694,0.47932714223861694
26,0.0001,0.543153026812938,0.15014364328915922,0.38421511847692186,0.005485312557537915,0.003308952272005117,0.4121970236301422,0.9008986949920654,0.27269047498703003,0.2563096582889557,0.482394814491272,0.482394814491272
27,0.0001,0.5335727137423981,0.14723349652972692,0.3775228745580042,0.0055113149585841285,0.0033050273968529393,0.41309410333633423,0.8993476033210754,0.2893916666507721,0.2551478147506714,0.4809017777442932,0.4809017777442932
28,0.0001,0.5381239338277641,0.14868164257082145,0.3806850601678288,0.005456190964174602,0.003301039222169148,0.41471269726753235,0.8993083834648132,0.28519725799560547,0.2565798759460449,0.4827151298522949,0.4827151298522949
29,0.0001,0.5188226264489358,0.1423998830817307,0.36760766807242884,0.005528732897500798,0.003286341141518054,0.4140731692314148,0.8987483978271484,0.28786367177963257,0.25619956851005554,0.48210805654525757,0.48210805654525757
30,1e-05,0.5311238832055958,0.14802470134321666,0.3743282946202203,0.005480907043574141,0.0032899801323822975,0.4121156632900238,0.8883956074714661,0.29311326146125793,0.2561166286468506,0.4811464250087738,0.4811464250087738
31,1e-05,0.5246128566129604,0.1433935824514484,0.37249149443614465,0.005453198647151131,0.0032745810252071154,0.41238343715667725,0.8940280675888062,0.2802552282810211,0.2563402056694031,0.4823841154575348,0.4823841154575348
32,1e-05,0.535637823065821,0.1483282986297417,0.37879567536877035,0.00525352855725592,0.003260320442157176,0.4136311113834381,0.8922028541564941,0.28383761644363403,0.25668686628341675,0.48223957419395447,0.48223957419395447
33,1e-05,0.5309430419269531,0.14607113344199119,0.3763937311441069,0.005217373594581824,0.003260804900974514,0.4154936671257019,0.8936575055122375,0.2950908839702606,0.25823336839675903,0.4843442440032959,0.4843442440032959
