epoch,lr,train_loss,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_map,val_map_50,val_map_75,val_mar_1,val_mar_10,val_mar_100
1,0.005,0.31608719554136183,0.15642763453968,0.12556194080621463,0.027181283709768293,0.006916336052804046,0.15840031206607819,0.4939724802970886,0.0478464812040329,0.15236343443393707,0.29050981998443604,0.29050981998443604
2,0.005,0.4545690733863794,0.19733820746732178,0.23749828403147696,0.014446904103640915,0.005285678124048965,0.21728357672691345,0.6526311635971069,0.06532924622297287,0.16903714835643768,0.32727769017219543,0.32740023732185364
3,0.005,0.5243778489882955,0.20595964494996852,0.3022690913784891,0.011329463222605984,0.0048196491526524225,0.296682208776474,0.7948357462882996,0.116981640458107,0.20204120874404907,0.3861958086490631,0.3861958086490631
4,0.005,0.5871484011653634,0.21015510727249398,0.36293851414818884,0.009652261294270784,0.004402521309122716,0.3165767192840576,0.8579394221305847,0.09839293360710144,0.20525257289409637,0.4000176787376404,0.4000176787376404
5,0.005,0.6365104721952356,0.2210301728881341,0.40205582701103293,0.00925978529337902,0.004164688262936605,0.2866381108760834,0.7892626523971558,0.08964725583791733,0.19043900072574615,0.36710116267204285,0.36710116267204285
6,0.005,0.6919127707149082,0.23319283599621227,0.4459918482539134,0.008725289271370016,0.0040027971848270805,0.2885975241661072,0.7979060411453247,0.12141077220439911,0.19891902804374695,0.38582471013069153,0.38582471013069153
7,0.005,0.6998592917788496,0.22516728840838912,0.46329147349513755,0.007536653369959414,0.0038638771562024203,0.3156839907169342,0.8630294799804688,0.11870209127664566,0.2027711421251297,0.39817625284194946,0.39817625284194946
8,0.005,0.7482516983163534,0.2427260526058961,0.49398327756960436,0.007711840467086423,0.0038305285060809767,0.334270715713501,0.8729984164237976,0.14939142763614655,0.21781308948993683,0.42342647910118103,0.42342647910118103
9,0.005,0.7593529166121928,0.23391522684907073,0.5145376135919026,0.007211347515345078,0.0036887274834507613,0.3408863842487335,0.8772849440574646,0.15040461719036102,0.21128509938716888,0.4195789396762848,0.4195789396762848
10,0.005,0.7878617366450726,0.23990259530257146,0.5371376441965567,0.007162704580357608,0.003658792752733502,0.35252660512924194,0.87936931848526,0.17852480709552765,0.23144735395908356,0.44177815318107605,0.44177815318107605
11,0.005,0.7583733559945278,0.223242324238822,0.5247556028411257,0.006826056365932858,0.0035493741840148074,0.34050512313842773,0.8496524095535278,0.1681448519229889,0.22398987412452698,0.4229647219181061,0.4229647219181061
12,0.005,0.7626421691318004,0.22530975842568646,0.5268844861098652,0.006880192107761075,0.0035677343379001665,0.36051151156425476,0.8774958848953247,0.18673451244831085,0.23093755543231964,0.4426933825016022,0.4426933825016022
13,0.005,0.8054536822200306,0.23488406731125788,0.5606959413469886,0.006418428700010851,0.003455242387238696,0.36625170707702637,0.8850245475769043,0.2044520378112793,0.22621911764144897,0.44409024715423584,0.44409024715423584
14,0.005,0.8175872433653381,0.23293455932112928,0.574812603577548,0.0063612183138661346,0.0034788615283422694,0.37359654903411865,0.8913326859474182,0.2084994912147522,0.22781670093536377,0.4461260437965393,0.4461260437965393
15,0.0005,0.7934237204199714,0.2240301334880121,0.5597749756339115,0.0062008808100412075,0.003417731886250704,0.3398404121398926,0.8809307813644409,0.1401830017566681,0.21578165888786316,0.41917893290519714,0.41917893290519714
16,0.0005,0.7385564936030056,0.19287060310557505,0.5375801328877151,0.00522295610698952,0.0028828009391986134,0.4331856667995453,0.9323300719261169,0.2878706455230713,0.26162785291671753,0.5013642907142639,0.5013642907142639
