epoch,lr,train_loss,train_classification,train_bbox_regression,val_map,val_map_50,val_map_75,val_mar_1,val_mar_10,val_mar_100
1,0.001,1.733779755432325,1.117178333547667,0.6166014216830186,0.0016069358680397272,0.004510237369686365,7.13032713974826e-05,0.015384615398943424,0.022649573162198067,0.03660968691110611
2,0.001,1.6841049902493963,1.0828635043317152,0.60124148382063,0.0,0.0,0.0,0.0,0.0,0.0
3,0.001,1.6591839711301544,1.0814225605118097,0.5777614106586725,0.0,0.0,0.0,0.0,0.0,0.0
4,0.001,1.3882463674422691,0.8612898455098453,0.5269565207225867,0.06320462375879288,0.16846774518489838,0.0332210510969162,0.14340294897556305,0.30125850439071655,0.3073329031467438
5,0.001,0.9618612988391975,0.5426223674065689,0.41923893018246344,0.1726262867450714,0.4295654296875,0.08050078898668289,0.1986406445503235,0.4296810030937195,0.4368632733821869
6,0.001,0.7649026488499648,0.40062701532740713,0.36427563463157503,0.22826804220676422,0.558161199092865,0.11838287115097046,0.21055953204631805,0.4435917139053345,0.4499606490135193
7,0.001,0.6349037723950991,0.29623738977760683,0.33866638152863887,0.2894287109375,0.7316296696662903,0.1256101280450821,0.22088463604450226,0.47256603837013245,0.47869232296943665
8,0.001,0.5592727845834621,0.23755526690868628,0.3217175182897764,0.32333290576934814,0.8551124334335327,0.11838382482528687,0.21548907458782196,0.47177252173423767,0.4754396677017212
9,0.001,0.49357498038928144,0.18928933938075468,0.30428564080688725,0.4192047119140625,0.932236909866333,0.24287518858909607,0.25768691301345825,0.5271932482719421,0.5313969850540161
10,0.001,0.45476341675034393,0.16385066701812576,0.2909127492382013,0.4372611939907074,0.938387930393219,0.27317866683006287,0.26282399892807007,0.5395207405090332,0.5421835780143738
11,0.001,0.4150430851481119,0.13993783758421388,0.2751052471757419,0.4307607412338257,0.9471102952957153,0.2487470954656601,0.2644948959350586,0.5334328413009644,0.535550057888031
12,0.001,0.4090600877959932,0.13993893804202545,0.26912114996064823,0.4532836973667145,0.9618735909461975,0.30403417348861694,0.27010104060173035,0.5402553677558899,0.5408000946044922
13,0.001,0.3848894571580487,0.12355674714535596,0.26133271081925086,0.44798994064331055,0.9505407810211182,0.298617959022522,0.269904226064682,0.539374589920044,0.539520800113678
14,0.001,0.36165054088032456,0.1091621040299797,0.25248843675456606,0.44072267413139343,0.9708230495452881,0.26412147283554077,0.26503801345825195,0.5321546196937561,0.5325825214385986
15,0.0001,0.3441758138481754,0.10146703110838937,0.24270878252302358,0.4505481719970703,0.9706360697746277,0.25745847821235657,0.2649296522140503,0.5393145680427551,0.539739191532135
16,0.0001,0.2822906385013312,0.07749670896684203,0.2047939296907598,0.48727741837501526,0.9755856990814209,0.35386228561401367,0.2817102372646332,0.5647709965705872,0.5651775002479553
17,0.0001,0.2685022909441239,0.07217081460259925,0.19633147624574593,0.4895666241645813,0.9748108983039856,0.374554842710495,0.28644460439682007,0.5697322487831116,0.5697322487831116
18,0.0001,0.25966882399196395,0.0690842401538755,0.19058458432454378,0.4910999536514282,0.9736917614936829,0.37347206473350525,0.2870941162109375,0.5676628947257996,0.5676628947257996
19,0.0001,0.2528855786917174,0.06651339427402926,0.18637218417067972,0.49830734729766846,0.9743393063545227,0.40280237793922424,0.29336002469062805,0.576296329498291,0.576296329498291
20,0.0001,0.24886149708408464,0.06511494979332925,0.18374654769655493,0.4940323829650879,0.9727914333343506,0.38264384865760803,0.29034921526908875,0.5716865062713623,0.5717926621437073
21,0.0001,0.24451024806144595,0.06337958305106273,0.18113066510112102,0.4978761672973633,0.9760141968727112,0.39432257413864136,0.293197363615036,0.5744826197624207,0.5744826197624207
22,0.0001,0.2392888736982952,0.06157791928081938,0.17771095391337702,0.4977719485759735,0.9727995991706848,0.40483710169792175,0.29220065474510193,0.5745373368263245,0.5745373368263245
23,0.0001,0.2359462468021616,0.060323887561348356,0.17562235898876383,0.49891746044158936,0.9704377055168152,0.3959200978279114,0.2924477159976959,0.5737184286117554,0.5737184286117554
24,0.0001,0.23132775147245122,0.058932797983288765,0.1723949533757402,0.4984363317489624,0.9724003076553345,0.39324963092803955,0.29106393456459045,0.5746650099754333,0.5746650099754333
25,0.0001,0.22815938556065257,0.057381440269104196,0.1707779449361587,0.4969884753227234,0.9736849665641785,0.413125604391098,0.2886497676372528,0.5716241598129272,0.5716241598129272
26,0.0001,0.22466375311793751,0.05694013009041911,0.1677236232367194,0.503821611404419,0.9764861464500427,0.4338436424732208,0.29465392231941223,0.5792572498321533,0.5792572498321533
27,0.0001,0.22255709951841782,0.05582120673824228,0.16673589255837207,0.4979042410850525,0.9728975892066956,0.4080841839313507,0.2919425964355469,0.5712746381759644,0.5712746381759644
28,0.0001,0.21924857938402562,0.055091646070187565,0.16415693378012944,0.5016761422157288,0.9721667766571045,0.42705273628234863,0.2944047451019287,0.5759899020195007,0.5759899020195007
29,0.0001,0.21475762608732035,0.05374199041847205,0.16101563589821327,0.49403202533721924,0.97139573097229,0.3992713391780853,0.2912967801094055,0.5694844722747803,0.5694844722747803
30,1e-05,0.21179603864924026,0.052467105151513274,0.15932893379010432,0.49923497438430786,0.9709495902061462,0.40477538108825684,0.29618141055107117,0.5777356028556824,0.5777356028556824
31,1e-05,0.2047135111685535,0.05123191317530785,0.15348159849482396,0.4996083378791809,0.9746562838554382,0.40888410806655884,0.2927052974700928,0.5758570432662964,0.5758570432662964
32,1e-05,0.20397719684408547,0.050823278601643034,0.15315391815926613,0.5013174414634705,0.9735106825828552,0.41032955050468445,0.2932489216327667,0.5771660208702087,0.5771660208702087
33,1e-05,0.20185602998741586,0.050488841459054266,0.15136718844770577,0.49982941150665283,0.9727799892425537,0.41109412908554077,0.29176774621009827,0.5748727917671204,0.5748727917671204
34,1e-05,0.20125745372980308,0.050320946849650716,0.15093650680957854,0.5005000233650208,0.9742241501808167,0.4080653786659241,0.2921394109725952,0.5755860209465027,0.5755860209465027
35,1e-05,0.19918802336201133,0.049372957089313475,0.14981506670118186,0.5013017654418945,0.9759640097618103,0.40719786286354065,0.2932802438735962,0.576413631439209,0.576413631439209
36,1e-05,0.20021031785842047,0.049709105329822464,0.15050121250591356,0.5011045336723328,0.9735965132713318,0.4052465558052063,0.292561411857605,0.5753915309906006,0.5753915309906006
