epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
37,35767,0.43853,0.44341,0.07038,0.95033,0.95805,0.97916,0.5159,0.35957,0.41189,0.05479,6.436e-05,6.436e-05,6.436e-05
38,36733.2,0.43173,0.47518,0.07003,0.94639,0.96069,0.97006,0.51123,0.35758,0.39833,0.05632,6.337e-05,6.337e-05,6.337e-05
39,37699.8,0.42974,0.45427,0.06935,0.92501,0.95647,0.96465,0.51194,0.35544,0.34426,0.05423,6.238e-05,6.238e-05,6.238e-05
40,38666.1,0.425,0.43794,0.06845,0.93576,0.96702,0.96527,0.52194,0.34822,0.34106,0.0525,6.139e-05,6.139e-05,6.139e-05
41,39633.4,0.41861,0.44662,0.067,0.90643,0.96434,0.94801,0.516,0.34354,0.35518,0.05174,6.04e-05,6.04e-05,6.04e-05
42,40599.1,0.42949,0.44712,0.06916,0.93675,0.96584,0.9765,0.54075,0.3389,0.33784,0.052,5.941e-05,5.941e-05,5.941e-05
43,41563.8,0.42139,0.43584,0.06753,0.93964,0.9684,0.97185,0.54197,0.33384,0.3535,0.05112,5.842e-05,5.842e-05,5.842e-05
44,42530.9,0.41587,0.43076,0.0668,0.95091,0.96096,0.98191,0.52104,0.34859,0.33635,0.05326,5.743e-05,5.743e-05,5.743e-05
45,43496.3,0.41226,0.44428,0.066,0.95505,0.93714,0.97954,0.52075,0.35175,0.66448,0.05308,5.644e-05,5.644e-05,5.644e-05
46,44461.9,0.41233,0.42798,0.06623,0.95146,0.97222,0.97808,0.53429,0.34164,0.32551,0.05222,5.545e-05,5.545e-05,5.545e-05
47,45427.3,0.41074,0.42555,0.06554,0.96815,0.95844,0.9858,0.54362,0.34014,0.32909,0.05172,5.446e-05,5.446e-05,5.446e-05
48,46394.2,0.40801,0.42441,0.06536,0.94119,0.97256,0.97308,0.53054,0.34191,0.33196,0.05208,5.347e-05,5.347e-05,5.347e-05
49,47359.2,0.40254,0.43156,0.06473,0.96369,0.9647,0.98212,0.52776,0.34315,0.339,0.05346,5.248e-05,5.248e-05,5.248e-05
50,48324.6,0.39735,0.42628,0.06394,0.96639,0.96329,0.97675,0.54123,0.33343,0.32421,0.05084,5.149e-05,5.149e-05,5.149e-05
51,49289.9,0.39646,0.41954,0.06275,0.96962,0.96387,0.98623,0.55798,0.32446,0.31969,0.04901,5.05e-05,5.05e-05,5.05e-05
52,50257.4,0.39855,0.42273,0.06386,0.95617,0.9676,0.97774,0.54944,0.33053,0.32139,0.05108,4.951e-05,4.951e-05,4.951e-05
53,51222.7,0.38755,0.43135,0.06181,0.97441,0.96251,0.98537,0.55672,0.32242,0.32645,0.04917,4.852e-05,4.852e-05,4.852e-05
54,52188,0.38567,0.41534,0.0614,0.9592,0.96191,0.98373,0.54154,0.33309,0.34747,0.05096,4.753e-05,4.753e-05,4.753e-05
55,53152.9,0.38714,0.41442,0.06138,0.95869,0.95894,0.98159,0.5454,0.32767,0.32472,0.05022,4.654e-05,4.654e-05,4.654e-05
56,54118.4,0.38017,0.40707,0.0602,0.96064,0.96755,0.98249,0.54631,0.3268,0.32327,0.0492,4.555e-05,4.555e-05,4.555e-05
57,55083.1,0.38485,0.41533,0.06166,0.96222,0.96488,0.98557,0.55728,0.32178,0.41196,0.04936,4.456e-05,4.456e-05,4.456e-05
58,56048.6,0.38477,0.41154,0.06133,0.96492,0.96514,0.98449,0.55618,0.32351,0.32368,0.04927,4.357e-05,4.357e-05,4.357e-05
59,57012.4,0.37454,0.41057,0.05892,0.97989,0.95761,0.98512,0.55992,0.31968,0.33664,0.04781,4.258e-05,4.258e-05,4.258e-05
60,57979.3,0.37863,0.40429,0.05967,0.96672,0.96681,0.97873,0.56202,0.31837,0.32159,0.04832,4.159e-05,4.159e-05,4.159e-05
61,58945.1,0.37883,0.4093,0.05957,0.96089,0.96917,0.98314,0.55699,0.31908,0.40202,0.04821,4.06e-05,4.06e-05,4.06e-05
62,59910.1,0.37231,0.40121,0.05876,0.95944,0.96934,0.98263,0.55486,0.32259,0.3346,0.04856,3.961e-05,3.961e-05,3.961e-05
63,60874.6,0.36338,0.40719,0.05736,0.95545,0.97938,0.98419,0.55827,0.32143,0.32366,0.0485,3.862e-05,3.862e-05,3.862e-05
64,61840,0.3701,0.40755,0.05838,0.97079,0.95466,0.98237,0.55485,0.32404,0.32466,0.04804,3.763e-05,3.763e-05,3.763e-05
65,62805,0.36369,0.40168,0.0574,0.97295,0.96663,0.98248,0.55566,0.32077,0.32121,0.04813,3.664e-05,3.664e-05,3.664e-05
66,63769.9,0.35796,0.39458,0.05663,0.96934,0.97077,0.98534,0.55983,0.32058,0.32117,0.04822,3.565e-05,3.565e-05,3.565e-05
67,64735.1,0.36613,0.39838,0.05736,0.96485,0.97632,0.98456,0.56505,0.31497,0.3124,0.04792,3.466e-05,3.466e-05,3.466e-05
68,65700.8,0.35431,0.40331,0.05543,0.95934,0.9767,0.98008,0.57266,0.30608,0.31601,0.04627,3.367e-05,3.367e-05,3.367e-05
69,66667.4,0.34898,0.39789,0.0549,0.96566,0.97859,0.98351,0.57314,0.30915,0.31396,0.04662,3.268e-05,3.268e-05,3.268e-05
70,67633.6,0.34929,0.398,0.05483,0.97047,0.98168,0.98557,0.57854,0.30615,0.30963,0.04641,3.169e-05,3.169e-05,3.169e-05
71,68600.8,0.35031,0.39802,0.05512,0.97072,0.97807,0.98286,0.57699,0.3042,0.3128,0.04651,3.07e-05,3.07e-05,3.07e-05
72,69565,0.34327,0.39111,0.05424,0.98069,0.96793,0.98634,0.58584,0.30312,0.31971,0.04612,2.971e-05,2.971e-05,2.971e-05
73,70530.9,0.3483,0.39946,0.05468,0.96754,0.97696,0.98501,0.58158,0.30113,0.34195,0.0457,2.872e-05,2.872e-05,2.872e-05
74,71495.3,0.34368,0.38589,0.05417,0.96394,0.98041,0.98572,0.58523,0.30142,0.30874,0.04569,2.773e-05,2.773e-05,2.773e-05
75,72460.3,0.34265,0.3904,0.05317,0.97225,0.98421,0.98519,0.58172,0.30348,0.31197,0.04566,2.674e-05,2.674e-05,2.674e-05
76,73424.7,0.34113,0.38423,0.05331,0.97823,0.97554,0.98467,0.58402,0.30373,0.31722,0.04573,2.575e-05,2.575e-05,2.575e-05
77,74389.5,0.33537,0.38275,0.05257,0.97907,0.97364,0.98574,0.58143,0.30371,0.30931,0.04601,2.476e-05,2.476e-05,2.476e-05
78,75354.5,0.33435,0.37994,0.05206,0.97377,0.98258,0.98731,0.58377,0.30107,0.30953,0.04569,2.377e-05,2.377e-05,2.377e-05
79,76319.4,0.33541,0.38735,0.05197,0.97498,0.9822,0.98777,0.58211,0.30192,0.30833,0.04555,2.278e-05,2.278e-05,2.278e-05
80,77284.8,0.33332,0.37974,0.05145,0.98074,0.97107,0.98753,0.58466,0.30158,0.30904,0.04542,2.179e-05,2.179e-05,2.179e-05
81,78249.6,0.33231,0.37872,0.05169,0.97704,0.97551,0.98792,0.59099,0.29872,0.30775,0.0453,2.08e-05,2.08e-05,2.08e-05
82,79216.4,0.33646,0.38474,0.05232,0.98123,0.97091,0.98791,0.5886,0.30004,0.30722,0.04542,1.981e-05,1.981e-05,1.981e-05
83,80181.9,0.32794,0.37857,0.05088,0.98148,0.97069,0.98736,0.59439,0.2972,0.30865,0.04494,1.882e-05,1.882e-05,1.882e-05
84,81148.7,0.32703,0.3798,0.05096,0.98367,0.97117,0.98773,0.59227,0.29954,0.30733,0.04536,1.783e-05,1.783e-05,1.783e-05
85,82110.8,0.32481,0.37461,0.05036,0.97911,0.97927,0.98658,0.5925,0.29797,0.30537,0.04494,1.684e-05,1.684e-05,1.684e-05
86,83075.7,0.32468,0.38072,0.0501,0.98356,0.97996,0.98807,0.59034,0.29874,0.30543,0.045,1.585e-05,1.585e-05,1.585e-05
87,84040.1,0.32084,0.37509,0.04994,0.97483,0.98207,0.98728,0.59084,0.30081,0.30729,0.04534,1.486e-05,1.486e-05,1.486e-05
88,85005.2,0.32107,0.37176,0.04937,0.97699,0.98361,0.98723,0.59319,0.29854,0.30451,0.04528,1.387e-05,1.387e-05,1.387e-05
89,85973,0.32075,0.37431,0.04965,0.98252,0.98002,0.98692,0.58879,0.29916,0.30565,0.04529,1.288e-05,1.288e-05,1.288e-05
90,86940.2,0.31956,0.37089,0.04931,0.97615,0.98395,0.98642,0.59182,0.29646,0.30438,0.0448,1.189e-05,1.189e-05,1.189e-05
91,87906.5,0.31623,0.37037,0.0487,0.97935,0.98072,0.98688,0.59176,0.29613,0.30373,0.04467,1.09e-05,1.09e-05,1.09e-05
92,88872.9,0.31704,0.36907,0.04888,0.97851,0.98571,0.98496,0.59136,0.29625,0.30442,0.04484,9.91e-06,9.91e-06,9.91e-06
93,89839.8,0.31761,0.36998,0.04908,0.9826,0.98233,0.9874,0.59363,0.29603,0.30335,0.04492,8.92e-06,8.92e-06,8.92e-06
